"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000176909",19.8671262678425,-1.08248849409579,0.405537048056424,-2.66927152348651,0.00760159710138593,0.0137666229479967,"284358","284358","284358"
"ENSG00000156171",311.597061910073,0.273083402842009,0.102380692634295,2.66733302750223,0.00764558694473962,0.0138444016087296,"128338","128338","128338"
"ENSG00000117697",315.323313758589,-0.267702429965897,0.10039973124474,-2.66636600165125,0.00766761663161329,0.0138823996866259,"25936","25936","25936"
"ENSG00000140905",75.3181667013824,-0.524702163937739,0.196793397750042,-2.66625897990843,0.00767005817290987,0.0138843699015534,"2653","2653","2653"
"ENSG00000151062",5.35018937504424,2.33621705460808,0.87623422187792,2.66620156606206,0.00767136827126409,0.0138843699015534,"93589","93589","93589"
"ENSG00000174928",29.8428647857793,-0.843130159006726,0.31623142033729,-2.66618085611938,0.00767184089049094,0.0138843699015534,"285315","285315","285315"
"ENSG00000120738",2756.33490874528,0.409362825676274,0.153573232501193,2.66558708838204,0.00768540230088733,0.0139070181689898,"1958","1958","1958"
"ENSG00000137944",303.602848307127,-0.271585082205233,0.101891102191626,-2.66544454190381,0.00768866120012663,0.0139110200327043,"56267","56267","56267"
"ENSG00000160460",16.9908971028111,-1.19557147234923,0.448763262458617,-2.66414738541454,0.00771837376877076,0.0139628766544284,"57731","57731","57731"
"ENSG00000165801",1432.96666400138,-0.154410481859426,0.0579801859972593,-2.66315947773478,0.00774107169001823,0.0140020310754218,"55701","55701","55701"
"ENSG00000107829",200.63016588444,-0.350123565206476,0.131525211001171,-2.66202625748579,0.00776718192077418,0.0140460563535882,"6468","6468","6468"
"ENSG00000128923",775.284469561159,-0.206931810591831,0.0777351350331735,-2.66201133507419,0.0077675262699221,0.0140460563535882,"54629","54629","54629"
"ENSG00000132963",1712.99143279824,-0.152039377420528,0.0571474530614461,-2.66047512663516,0.0078030490465371,0.0141083715540574,"51371","51371","51371"
"ENSG00000172809",2505.23251266701,-0.136134624268204,0.0511934252754695,-2.65922085767205,0.00783216020512202,0.0141590787865021,"6169","6169","6169"
"ENSG00000178409",96.1074683885492,0.48619956261425,0.18284833207525,2.65903198074652,0.00783655239359035,0.0141650910304392,"57673","57673","57673"
"ENSG00000067082",2591.26574852352,-0.422835941633931,0.159058433341431,-2.65836858034608,0.0078519967537406,0.0141910764570938,"1316","1316","1316"
"ENSG00000196476",85.9537669109712,0.493520881160352,0.185700113180593,2.65762294221331,0.00786938819946252,0.0142205733422124,"140680","140680","140680"
"ENSG00000198286",13.355521048602,-1.3223526866733,0.497723691116844,-2.65680077174158,0.00788860469690159,0.0142533597584338,"84433","84433","84433"
"ENSG00000179886",196.624875188922,0.344114073674795,0.129552123636333,2.65618242307444,0.00790308497257471,0.0142775808767325,"84948","84948","84948"
"ENSG00000125743",1528.98294340143,-0.147510599534548,0.0555423646899549,-2.65582137811331,0.00791155080314471,0.0142909312889117,"6633","6633","6633"
"ENSG00000057019",18480.1989234822,-0.0945745255634275,0.0356141873325139,-2.65552951357354,0.00791840041797651,0.0143013590361115,"131566","131566","131566"
"ENSG00000173041",76.2134544515093,0.535503818583868,0.201659879113873,2.65548021221157,0.00791955796984458,0.0143015049565569,"340252","340252","340252"
"ENSG00000253958",38.2888138227686,0.812245031982643,0.305917779842301,2.65510893940637,0.00792827999240759,0.0143153092521965,"137075","137075","137075"
"ENSG00000153094",46.5071906566029,0.674414729670032,0.254029100756783,2.65487193262847,0.00793385230577105,0.0143234234504895,"10018","10018","10018"
"ENSG00000198431",10978.6597834111,-0.110881994481627,0.0417871668405718,-2.65349395197498,0.00796631981885258,0.0143800842394672,"7296","7296","7296"
"ENSG00000075711",947.835408472877,-0.182690811004812,0.068860993519793,-2.65303768747253,0.00797709635978001,0.0143975803574668,"1739","1739","1739"
"ENSG00000184599",4.87392111876866,-2.3892747316037,0.900872003501068,-2.6521800237084,0.00799738891541632,0.014432244507413,"284467","284467","284467"
"ENSG00000167680",8.87114585864044,-1.66440723287247,0.627720162648028,-2.65151150450735,0.00801323830361457,0.0144588821014276,"10501","10501","10501"
"ENSG00000115844",19.7091363233108,1.06152812212236,0.40036557303223,2.65139710710567,0.00801595327672398,0.0144618162756653,"1746","1746","1746"
"ENSG00000163866",485.753550850287,0.221658670656309,0.0836632863331509,2.64941386325245,0.00806315234297617,0.0145449938095083,"113444","113444","113444"
"ENSG00000187950",7.67661050336825,1.80706955288446,0.682206450267102,2.64886025656448,0.00807637193043652,0.0145668620287966,"341350","341350","341350"
"ENSG00000126860",4.41348250617296,-2.58509635874618,0.976037156513172,-2.6485634706585,0.00808346687448687,0.0145776791618377,"2123","2123","2123"
"ENSG00000116478",1640.78793331376,0.146135680445928,0.0551886033147407,2.64793221188288,0.00809857626313314,0.0146029446004527,"3065","3065","3065"
"ENSG00000054611",533.537213929872,0.211516899456646,0.0799331940371229,2.64617099322232,0.00814086537285937,0.0146754577717437,"25771","25771","25771"
"ENSG00000080603",125.657221544674,0.422573246582785,0.159692682888165,2.64616536550218,0.00814100081781415,0.0146754577717437,"10847","10847","10847"
"ENSG00000171219",10.2814971412867,1.51316124504966,0.571996480892973,2.6454030673185,0.00815936605380163,0.0147065680454055,"55561","55561","55561"
"ENSG00000136870",258.72444078788,0.296514653166046,0.112095809740451,2.64518944867434,0.00816451918691464,0.0147138594084939,"7743","7743","7743"
"ENSG00000173917",639.031115641922,0.205204682117282,0.0775989268402084,2.64442680425,0.00818294026725045,0.0147450566584752,"3212","3212","3212"
"ENSG00000103253",107.777014749267,0.443133924853034,0.167589772899262,2.64415851389333,0.00818942945031251,0.0147547479597193,"84264","84264","84264"
"ENSG00000189067",1965.50837593157,-0.141728186458638,0.0536090669602703,-2.64373536968425,0.0081996734692532,0.0147712007349276,"9516","9516","9516"
"ENSG00000143653",637.922958401505,-0.198463208542037,0.0750753145786295,-2.64352150445108,0.00820485535517334,0.014778531167265,"51097","51097","51097"
"ENSG00000099995",1855.38229786207,-0.146889839110996,0.055579592860863,-2.64287360792148,0.00822057157200694,0.0148048314060198,"10291","10291","10291"
"ENSG00000066855",563.086229723205,0.212888790227518,0.0805779114101941,2.64202417885685,0.00824121723319268,0.0148400009885121,"9650","9650","9650"
"ENSG00000168026",20.4864019860695,1.0341461085958,0.391470265631796,2.64169772109457,0.00824916423407202,0.0148522975948142,"199223","199223","199223"
"ENSG00000111639",954.860588290436,-0.169960675265911,0.0643450275760306,-2.64139563954781,0.00825652394930795,0.014863533626282,"51258","51258","51258"
"ENSG00000115364",616.00620200462,-0.21484002228062,0.0813616870001244,-2.64055515810889,0.00827703180800647,0.0148984329142082,"9801","9801","9801"
"ENSG00000182179",198.51417341234,-0.336377999443264,0.127398312838297,-2.64036463238112,0.00828168699307356,0.0149047922279137,"7318","7318","7318"
"ENSG00000181195",26.4140540541718,0.911128542849687,0.345093555067212,2.64023633438252,0.00828482306488823,0.0149084161967004,"5179","5179","5179"
"ENSG00000176101",765.485112554612,0.190494957687805,0.0721637120774943,2.63976106832252,0.00829644956407556,0.0149273155120633,"8636","8636","8636"
"ENSG00000188227",61.2842994305816,0.581338939071337,0.220238161110102,2.63959223116066,0.0083005833635677,0.0149327303582427,"390927","390927","390927"
"ENSG00000135837",913.422510117874,0.18704729569876,0.0708788518527965,2.63897186268234,0.00831578825989545,0.0149580579181922,"9857","9857","9857"
"ENSG00000044115",8489.48038457755,0.105055239895137,0.0398327377906021,2.63740947075756,0.00835419210039675,0.0150247758898929,"1495","1495","1495"
"ENSG00000164509",33.4890519469623,-0.788029835120935,0.2987937084396,-2.63737091130964,0.00835514190052317,0.0150247758898929,"133396","133396","133396"
"ENSG00000124193",2104.10107941767,-0.16466447856436,0.0624590595370217,-2.6363585968943,0.00838011191101622,0.0150676386086527,"6431","6431","6431"
"ENSG00000205903",553.972299151451,0.207981698458359,0.0789064801889329,2.63579997435406,0.00839391960164201,0.015090422326612,"100131017","100131017","100131017"
"ENSG00000162851",307.568437993541,0.274291654856888,0.104071130299406,2.63561714058229,0.00839844319308225,0.0150965113669669,"64216","64216","64216"
"ENSG00000183579",121.312873323383,-0.449236970209761,0.170501720879666,-2.63479434630937,0.00841882739850872,0.0151311049400532,"84133","84133","84133"
"ENSG00000151502",1074.14776214538,-0.168634504370232,0.0640399441924539,-2.63327063283267,0.00845669331304751,0.0151971046656605,"112936","112936","112936"
"ENSG00000175084",5.41529895030962,-2.23095290608371,0.84746864803566,-2.63249019448072,0.00847614696693776,0.0152300032487645,"1674","1674","1674"
"ENSG00000143811",288.028100224712,-0.30639669296972,0.116442642124757,-2.63131003710346,0.00850564026227102,0.0152809297935187,"29920","29920","29920"
"ENSG00000104381",38.9726772873831,-0.726676946571379,0.276186603302905,-2.63110859788664,0.00851068358483386,0.0152879225552831,"54332","54332","54332"
"ENSG00000130045",45.1382594168953,-0.675270262928037,0.256688068769021,-2.63070374157388,0.00852082783715856,0.0153040750957593,"158046","158046","158046"
"ENSG00000136213",560.333254646265,0.215137146289274,0.0817961002670744,2.6301638536168,0.0085343723210104,0.0153263295251028,"55501","55501","55501"
"ENSG00000003756",875.632139997624,0.173503723414478,0.0659991417156585,2.62887848090476,0.00856669671811812,0.0153822990144714,"10181","10181","10181"
"ENSG00000163710",8.69345816627976,-1.61346374113397,0.614381847325488,-2.62615789863854,0.00863547484382968,0.0155037005779597,"26577","26577","26577"
"ENSG00000162572",31.7776688322821,0.809290562914477,0.308230153463166,2.62560477559243,0.00864951838809782,0.0155268148710252,"6339","6339","6339"
"ENSG00000196227",285.266181908999,0.288074249366769,0.109725426578352,2.6254101565152,0.00865446453132826,0.0155335943115003,"63939","63939","63939"
"ENSG00000188993",7.17444081563697,1.8458482927,0.703318870395285,2.62448282052006,0.00867806703463735,0.0155738530406774,"339977","339977","339977"
"ENSG00000146540",870.437384358526,-0.183319440586338,0.0698561276399484,-2.62424280846486,0.00868418517215185,0.0155827272975575,"84310","84310","84310"
"ENSG00000163635",336.627133873304,0.259497646086657,0.098914224721084,2.62346135571888,0.00870413186993493,0.0156164094956741,"6314","6314","6314"
"ENSG00000138326",6953.23351771025,-0.111348286154746,0.0424463974814323,-2.62326823385787,0.00870906763962866,0.0156231545636883,"6229","6229","6229"
"ENSG00000181924",481.887042246279,-0.23213328154009,0.0885202312543892,-2.62237545305306,0.00873191767631267,0.0156604042132683,"51287","51287","51287"
"ENSG00000153989",1068.73562602629,-0.170652315595714,0.0650757343452401,-2.6223648079078,0.00873219045350588,0.0156604042132683,"116150","116150","116150"
"ENSG00000038382",7548.1850849265,-0.134919301326614,0.0514612247002183,-2.62176623491904,0.00874754088226974,0.0156858158496431,"7204","7204","7204"
"ENSG00000177932",193.20856933664,0.34284161869802,0.130774844608946,2.62161748097055,0.00875135942223813,0.0156905447956489,"30832","30832","30832"
"ENSG00000182195",1119.72402531188,0.181740803697573,0.0693298512623809,2.62139324386792,0.00875711844305397,0.0156987511351927,"23641","23641","23641"
"ENSG00000170144",4660.48072185738,-0.108563605690489,0.0414201423286431,-2.62103410531775,0.00876634915669063,0.0157131780700627,"220988","220988","220988"
"ENSG00000167874",6.78777681155674,1.94549850946111,0.742341906251009,2.62075802683202,0.00877345093888121,0.0157237856389448,"92162","92162","92162"
"ENSG00000149809",68.0788147980858,0.561381318780306,0.214254831498912,2.62015710382315,0.00878892672522471,0.0157493962175438,"7108","7108","7108"
"ENSG00000105792",18.20165100991,1.08841003111177,0.415474382866781,2.61968024021534,0.00880122491761469,0.0157670882461366,"79846","79846","79846"
"ENSG00000127720",64.4804543247802,0.571448522033464,0.218140316535877,2.61963735593773,0.00880233164549711,0.0157670882461366,"84190","84190","84190"
"ENSG00000060642",134.244565626199,-0.400286329694067,0.152802258229992,-2.61963621696985,0.00880236104089016,0.0157670882461366,"55650","55650","55650"
"ENSG00000198919",222.081674612156,-0.348857994333187,0.133190192739851,-2.61924686162578,0.00881241497591896,0.0157829686772055,"9666","9666","9666"
"ENSG00000150779",354.776773753663,-0.266028758543938,0.10160574411003,-2.6182452662898,0.00883832533264119,0.0158272397287502,"26521","26521","26521"
"ENSG00000213085",11.6116066779142,-1.42795208538249,0.545512287716213,-2.61763505155971,0.00885414437318324,0.0158534302459719,"25790","25790","25790"
"ENSG00000145734",1016.66473976008,0.17352773582778,0.0662986604311759,2.61736413223488,0.00886117571593507,0.0158638813666329,"55814","55814","55814"
"ENSG00000170681",99.2220332923195,-0.464495299840406,0.177493140756042,-2.61697605812745,0.00887125634179934,0.0158797879692424,"347273","347273","347273"
"ENSG00000103490",63.9083494930269,0.587750263437425,0.224656197840379,2.61622100386043,0.00889089901637242,0.0159128043033902,"29108","29108","29108"
"ENSG00000139197",414.167320996056,0.237630421041039,0.0908400387878327,2.61592161575418,0.00889869832323608,0.0159246175059582,"5830","5830","5830"
"ENSG00000267060",7.9661695771394,-1.71518081735559,0.655703466775726,-2.61578732500776,0.00890219869277485,0.0159287354219905,"100885848","100885848","100885848"
"ENSG00000186889",37.1183068110539,0.751013815758835,0.287246222206169,2.61452982737506,0.00893503585478602,0.0159853375839531,"200728","200728","200728"
"ENSG00000145592",5435.99046083073,-0.117805534713836,0.0450803541280846,-2.61323445639138,0.00896897508355886,0.0160438959003136,"6167","6167","6167"
"ENSG00000100592",235.976227929758,0.305347244261699,0.116861537880022,2.61289770613142,0.00897781690666978,0.0160575497110676,"23002","23002","23002"
"ENSG00000184845",29.952408630124,0.849018469582931,0.324986664456344,2.61247171788792,0.00898901294211674,0.0160754099767328,"1812","1812","1812"
"ENSG00000183780",11.6372447413483,1.45060461443184,0.555344851729857,2.6120789810391,0.00899934609265461,0.016091722509779,"148641","148641","148641"
"ENSG00000225190",622.910381108875,-0.204352077635504,0.0782462606796537,-2.61165295134214,0.00901056719152397,0.0161096181771196,"9842","9842","9842"
"ENSG00000187398",95.0416219363709,0.556785028600613,0.213211977186194,2.6114153433059,0.00901683092099084,0.0161186471457066,"338645","338645","338645"
"ENSG00000171202",206.825274855916,-0.317592524462114,0.121629224501602,-2.61115308235754,0.00902374905470066,0.0161288433514378,"84233","84233","84233"
"ENSG00000185324",341.507089284758,-0.264384703914413,0.10125446822472,-2.61109172315882,0.00902536832181033,0.016129567014301,"8558","8558","8558"
"ENSG00000178187",8.10395231347299,1.71258419604947,0.656048522402472,2.61045355270054,0.00904222500634169,0.0161575181668546,"285676","285676","285676"
"ENSG00000079931",364.01967722296,-0.256461681945192,0.0982590910268957,-2.61005551002902,0.00905275316601377,0.0161741549032815,"26002","26002","26002"
"ENSG00000138613",322.262323997996,-0.272728603111216,0.104563279032921,-2.60826368141488,0.00910028237632003,0.0162568864185989,"83464","83464","83464"
"ENSG00000188917",233.857434076924,-0.316731461189284,0.1214638524011,-2.6076190976009,0.00911743471381009,0.0162853372604661,"79979","79979","79979"
"ENSG00000177025",11.3878376061977,1.3930829353773,0.534432998485476,2.60665591257491,0.00914311879560406,0.0163290175935475,"147685","147685","147685"
"ENSG00000198464",244.064463191272,0.296528321551899,0.11377014814698,2.60638072799916,0.00915046865986899,0.0163399468594219,"147657","147657","147657"
"ENSG00000158887",15.5193608202056,1.16737599996466,0.447935902315294,2.6061228714437,0.00915736049836838,0.0163500554025177,"4359","4359","4359"
"ENSG00000111752",230.61627318028,0.301692580474587,0.115779509583516,2.60575106562328,0.0091673060628257,0.0163656127858133,"1911","1911","1911"
"ENSG00000119686",20.3171759614842,-0.992388296230151,0.380885163594982,-2.60547900281413,0.009174589673912,0.0163764144669936,"55640","55640","55640"
"ENSG00000214026",83.4890127343233,-0.49949256287576,0.191817942730803,-2.60399290996853,0.00921446629370065,0.0164453831379914,"6150","6150","6150"
"ENSG00000198752",3416.77435755164,0.113848445549171,0.0437360385823743,2.60308087424845,0.00923901565479943,0.0164869818523507,"9578","9578","9578"
"ENSG00000130164",1848.85943182252,-0.167146760718497,0.0642165731955201,-2.60286017146361,0.0092449650990923,0.016495382381266,"3949","3949","3949"
"ENSG00000171700",167.908409708627,-0.354991122760711,0.136453149641575,-2.6015604893927,0.00928006978784928,0.0165557940795452,"10287","10287","10287"
"ENSG00000166140",214.249136954952,0.311627506291642,0.119793940456071,2.60136284944994,0.00928541849112088,0.0165631115228401,"84936","84936","84936"
"ENSG00000106028",789.684246048565,-0.181730931698261,0.0698623681043699,-2.60127070738235,0.00928791305959363,0.0165653365459276,"6742","6742","6742"
"ENSG00000213020",148.012834866811,0.37168070208019,0.14289919903697,2.60099919793135,0.00929526713100372,0.0165762269111159,"81856","81856","81856"
"ENSG00000196139",10.5321804968434,1.45276741700624,0.558867350166073,2.59948522055285,0.00933636987637237,0.0166472901997554,"8644","8644","8644"
"ENSG00000198042",442.434229546465,0.225643224461147,0.086805407303096,2.59941438524993,0.00933829693827913,0.0166484912663387,"84549","84549","84549"
"ENSG00000165272",82.9254690584238,-0.493375740270317,0.189818762978618,-2.59919373895558,0.00934430185625862,0.0166569611132502,"360","360","360"
"ENSG00000132604",374.841802117035,-0.248822876354972,0.0957610353782328,-2.59837287026171,0.00936667216638755,0.0166945973851261,"7014","7014","7014"
"ENSG00000166275",198.537734644489,0.336953741849409,0.129683475602871,2.59827815597155,0.00936925639176246,0.016696962752635,"119032","119032","119032"
"ENSG00000141873",320.429826863808,0.27094149292971,0.104331161429193,2.59693737918935,0.00940590701502446,0.0167600291083385,"29985","29985","29985"
"ENSG00000185291",18.4314258809366,1.08938132298902,0.419517537807568,2.59674798980326,0.00941109433837169,0.0167670228037898,"3563","3563","3563"
"ENSG00000172113",172.198208111181,-0.343935734984286,0.132548450959688,-2.59479256448562,0.00946480228101244,0.0168604484839602,"10201","10201","10201"
"ENSG00000087502",889.560181057213,0.170655843930669,0.0657758595087834,2.59450572299827,0.00947270365235222,0.0168722609508572,"51290","51290","51290"
"ENSG00000136161",160.321344454943,0.363087869006875,0.139969061862419,2.59405803093664,0.00948504759044976,0.0168919820456361,"1102","1102","1102"
"ENSG00000181638",151.883578532513,0.374225222230056,0.144277363312496,2.59379027754691,0.00949243704390451,0.0169028755620244,"286128","286128","286128"
"ENSG00000106266",1033.52672433223,0.170608456500806,0.0657964707825891,2.59297276087264,0.00951503063427041,0.0169408360434825,"29886","29886","29886"
"ENSG00000134590",3815.36491928262,0.126592737124461,0.0488297990188706,2.59253037424008,0.00952727679627929,0.0169603659574027,"8933","8933","8933"
"ENSG00000106479",165.238419093737,0.3540000697273,0.136581935675811,2.59185131603019,0.00954610185553112,0.0169916007565216,"643641","643641","643641"
"ENSG00000102178",518.488700931793,-0.215378098647139,0.0831538635980688,-2.59011535156306,0.00959437765908379,0.0170752410649807,"8266","8266","8266"
"ENSG00000182973",208.102439148894,-0.340979546916136,0.131667719433722,-2.58969737140299,0.00960603382351449,0.0170936952363236,"25904","25904","25904"
"ENSG00000075651",239.030000774606,0.304542673746461,0.117605792939636,2.58952102727435,0.00961095529768812,0.017100161857186,"5337","5337","5337"
"ENSG00000142669",7227.84113612995,-0.104712761711262,0.0404396194637524,-2.58936070862684,0.00961543147780762,0.0171058345684759,"83442","83442","83442"
"ENSG00000153339",769.817864024404,0.18550587247675,0.0716511823093515,2.58901341886914,0.00962513436333747,0.017120802814229,"22878","22878","22878"
"ENSG00000167113",299.081432386331,0.288033904755615,0.111311717516562,2.58763328050129,0.00966378020803199,0.0171872427320676,"51117","51117","51117"
"ENSG00000123977",7.7689511600731,-1.77366713545258,0.685529494470383,-2.587295148873,0.00967326944680509,0.0172018161457311,"164781","164781","164781"
"ENSG00000169087",55.8642672237153,0.615359143266665,0.237870941847711,2.58694541874992,0.00968309292028873,0.0172169799420716,"79663","79663","79663"
"ENSG00000175287",27.3782957966537,-0.850196162174866,0.32868070764182,-2.58669323269612,0.00969018202228192,0.0172271190122601,"254295","254295","254295"
"ENSG00000167702",93.8796833062304,0.459649347842654,0.177700614505298,2.58665030012573,0.00969138934344279,0.0172271190122601,"90990","90990","90990"
"ENSG00000082438",42.5642434879607,-0.700225471140965,0.270730440308345,-2.58643051126225,0.00969757220004322,0.0172335341050085,"22837","22837","22837"
"ENSG00000182318",112.387732135253,0.432326939676906,0.167152012394976,2.58642976224138,0.00969759327667774,0.0172335341050085,"342945","342945","342945"
"ENSG00000108176",26.5645660780934,0.915583631481775,0.35420684456738,2.58488407416307,0.00974117434365253,0.0173086659039991,"56521","56521","56521"
"ENSG00000131143",2462.32899912259,0.125572438273304,0.0485887322269299,2.58439421071593,0.00975502254875577,0.0173309536506921,"1327","1327","1327"
"ENSG00000137038",347.791197045336,0.249725288900484,0.0966720231690057,2.58322191585775,0.00978823402354512,0.0173876319781632,"90871","90871","90871"
"ENSG00000132664",228.76189745289,0.30401293436016,0.117753816421885,2.58176714435268,0.00982958823537645,0.0174587578152273,"10621","10621","10621"
"ENSG00000162062",55.9320395183623,-0.600817426447743,0.23275267260155,-2.58135564989315,0.00984131383694713,0.0174772470092702,"80178","80178","80178"
"ENSG00000225828",14.8624957865477,1.18707633062826,0.460156329432964,2.57972400834093,0.00988793050890871,0.0175576862325301,"100128071","100128071","100128071"
"ENSG00000174197",711.531252822798,0.209177284168108,0.0811304347470117,2.57828378241018,0.00992924171785548,0.0176286844668569,"23269","23269","23269"
"ENSG00000071967",2372.79051319453,-0.133812044708872,0.0519158724678911,-2.5774784925676,0.00995240748154938,0.01766745204089,"79901","79901","79901"
"ENSG00000189171",822.206224766748,0.183874834514237,0.0713462086571952,2.5772194202739,0.00995987044059578,0.0176783374571687,"6284","6284","6284"
"ENSG00000176124",24.5622926438508,-0.890832527013264,0.346034400879122,-2.57440452379893,0.010041279585645,0.0178204536954218,"10301","10301","10301"
"ENSG00000174939",184.470333046238,-0.33949212174505,0.131879971624741,-2.57425079458661,0.0100457425798963,0.0178259923775795,"253982","253982","253982"
"ENSG00000179627",63.3459240559449,-0.560561608581596,0.217799700971527,-2.57374829295509,0.0100603432988018,0.0178495163898858,"100128927","100128927","100128927"
"ENSG00000077232",2851.93635364337,-0.120409273834968,0.046785445015165,-2.57364814625444,0.0100632554251097,0.0178522984581685,"54431","54431","54431"
"ENSG00000187608",350.71686801731,0.257025132649937,0.0999768952814621,2.570845313073,0.0101450630048966,0.0179950222797859,"9636","9636","9636"
"ENSG00000118246",469.586134686678,-0.225422843365973,0.0876934365287301,-2.57057828144436,0.0101528877894461,0.0180064969447754,"22868","22868","22868"
"ENSG00000180537",107.750960121623,-0.435106796245496,0.169283000575762,-2.57029231975814,0.0101612732363069,0.0180189627669731,"221687","221687","221687"
"ENSG00000198521",128.237575087207,0.395587457824263,0.153911867177459,2.57022064041465,0.01016337610419,0.0180202858651516,"7594","7594","7594"
"ENSG00000166343",14.6372753137386,1.20676771266503,0.469560989929842,2.56999141441741,0.0101701035434028,0.0180298071627705,"118490","118490","118490"
"ENSG00000143740",504.369009306209,0.222639920345022,0.0866415822199921,2.5696659114525,0.0101796633793261,0.0180443465907125,"116841","116841","116841"
"ENSG00000197959",13.1352556097486,1.30784793669647,0.509087543390828,2.56900400270143,0.0101991279397314,0.0180764367888328,"26052","26052","26052"
"ENSG00000163719",470.188968013353,0.226202705724726,0.0880592040167902,2.56875710211503,0.010206396954678,0.0180869065179497,"64419","64419","64419"
"ENSG00000101152",3179.40698555269,0.116228712098124,0.0452562958375741,2.5682329927149,0.0102218425790106,0.0181118614106749,"80331","80331","80331"
"ENSG00000006607",711.870737397137,0.193420361367659,0.075325010667535,2.56781060704214,0.0102343055199977,0.0181315253990409,"9855","9855","9855"
"ENSG00000198393",156.473636039016,0.363074106334265,0.141403914899429,2.56763829058406,0.0102393937849092,0.0181381205989816,"7574","7574","7574"
"ENSG00000197780",1069.94994892699,0.166181340490452,0.0647279965748223,2.56737963916982,0.0102470356277591,0.0181492368593008,"6884","6884","6884"
"ENSG00000087085",12.5329485078226,1.29069889666622,0.503128937043284,2.56534419238777,0.0103073501852888,0.0182536300214675,"43","43","43"
"ENSG00000212907",11688.8894929089,0.112359504158172,0.0438021697867289,2.56515840893833,0.0103128710432874,0.0182609722966195,"4539","4539","4539"
"ENSG00000169750",154.197773533724,-0.369311178399487,0.143980126267588,-2.56501496403136,0.0103171355428386,0.0182660882804561,"5881","5881","5881"
"ENSG00000214113",214.735165416295,-0.313991394702936,0.122468571607402,-2.56385283654243,0.0103517425435106,0.0183249159620028,"57128","57128","57128"
"ENSG00000042753",2227.81747173907,0.132499906833647,0.0516869657514549,2.56350716098898,0.010362056332486,0.0183407292388165,"1175","1175","1175"
"ENSG00000119698",5.20954676196381,-2.1640849097244,0.844337290854725,-2.56305736245961,0.0103754904894072,0.0183620605836517,"57718","57718","57718"
"ENSG00000101473",245.288129949455,0.288365369672598,0.112529043046159,2.56258617212546,0.0103895801764203,0.0183845462167885,"10005","10005","10005"
"ENSG00000128534",273.76963216308,0.279918779086995,0.10925598980741,2.56204515267693,0.010405778911631,0.0184107573603681,"51691","51691","51691"
"ENSG00000140374",1377.69081823021,0.147515364327955,0.0575890526747705,2.56151746688795,0.010421600066848,0.0184362935652471,"2108","2108","2108"
"ENSG00000099910",260.047945741284,-0.291490018553367,0.11381110137887,-2.56117386636138,0.0104319134520463,0.0184520807657582,"84861","84861","84861"
"ENSG00000092068",9.57074493774261,1.52017021153066,0.59394115404367,2.55946266929145,0.0104834114511381,0.0185407018500688,"23428","23428","23428"
"ENSG00000141446",213.671750890109,0.327005499002892,0.127781689126612,2.55909513513223,0.0104945017493762,0.0185578447923332,"114799","114799","114799"
"ENSG00000170889",5112.92278106389,-0.109540101810709,0.0428097295781163,-2.55876649748108,0.0105044271877133,0.0185729235765719,"6203","6203","6203"
"ENSG00000156508",110819.879776256,0.0948322820684998,0.0370633371008398,2.55865471073167,0.010507805248137,0.0185764234401379,"1915","1915","1915"
"ENSG00000137821",152.288127816222,0.377119103135726,0.147409968236181,2.558301230562,0.0105184933516289,0.0185928438509895,"54839","54839","54839"
"ENSG00000106077",110.05446670054,-0.451780820943736,0.17660621271672,-2.5581253003166,0.0105238165199878,0.0185997779133039,"83451","83451","83451"
"ENSG00000173267",35.0374455146408,-0.758367631768157,0.296588894478461,-2.55696570534684,0.0105589626853024,0.0186594122387156,"6623","6623","6623"
"ENSG00000166170",656.676753312573,-0.190482116863392,0.0745306102732285,-2.55575683823179,0.0105957133546814,0.018721865741237,"9529","9529","9529"
"ENSG00000126821",481.106123226081,-0.219679286101621,0.0859707773739711,-2.55527858200026,0.0106102841609288,0.0187451176144528,"81537","81537","81537"
"ENSG00000145431",1452.6644956388,0.161408475895873,0.0631680314633586,2.55522409289421,0.0106119453850315,0.0187455590642358,"56034","56034","56034"
"ENSG00000077044",380.759252160411,0.235803202684132,0.092301096254353,2.55471724879986,0.0106274087641685,0.0187703780858625,"8527","8527","8527"
"ENSG00000136141",442.274899390727,0.22554429152359,0.0882902478495624,2.55457762343011,0.0106316721336084,0.0187754114185064,"23143","23143","23143"
"ENSG00000197140",11.3083186602891,1.37659757436082,0.539109016255876,2.55346791252226,0.0106656105499463,0.0188328422393495,"203102","203102","203102"
"ENSG00000102871",256.319077815926,0.286152963731514,0.112069778318122,2.55334638852624,0.0106693329787296,0.0188369108897364,"8717","8717","8717"
"ENSG00000234776",4.54168150825213,2.45051261713516,0.959965792482926,2.55270826973633,0.0106888983048958,0.0188689456785786,"143678","143678","143678"
"ENSG00000134905",597.300549636718,-0.203975276629017,0.0799746449947925,-2.55049930690281,0.0107568737949429,0.0189864183049079,"79587","79587","79587"
"ENSG00000198276",387.200242554593,0.23700647951062,0.0929348446889616,2.55024345608844,0.0107647717675054,0.0189978339909655,"54963","54963","54963"
"ENSG00000156172",27.2339220478063,-0.830963726390266,0.325967798908509,-2.54922028854604,0.0107964079380998,0.0190511346132378,"157657","157657","157657"
