"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000149311",1214.30983885877,0.68914285353581,0.0616593753271556,11.1766110162375,5.30784031678281e-29,4.59874331947223e-28,"472","472","472"
"ENSG00000035928",647.605475516221,-0.867890332332339,0.0776916555081529,-11.1709594377386,5.65665399474698e-29,4.89776260483894e-28,"5981","5981","5981"
"ENSG00000106348",1584.95109824382,-0.628127817533909,0.0562379511310781,-11.169109202963,5.77571942505595e-29,4.99759644323083e-28,"3614","3614","3614"
"ENSG00000228474",1369.82997384411,-0.640555126437032,0.0573515625047036,-11.1689219693796,5.78790586203512e-29,5.00488057679365e-28,"100128731","100128731","100128731"
"ENSG00000159346",1301.24175134821,-0.69129693918479,0.0618979827002294,-11.1683274482906,5.82677070775959e-29,5.03520940406394e-28,"51094","51094","51094"
"ENSG00000012963",404.276429800351,-1.09126664776201,0.0977560671674799,-11.1631602966638,6.17564700345509e-29,5.33322129388105e-28,"55148","55148","55148"
"ENSG00000148411",1959.20863770558,0.583076750177977,0.0522412003377847,11.1612433559696,6.31027979219887e-29,5.4459477712791e-28,"138151","138151","138151"
"ENSG00000064393",6781.49725104412,1.11919181158013,0.100296509135257,11.1588311620181,6.48384045379633e-29,5.59210187709888e-28,"28996","28996","28996"
"ENSG00000159023",137.286090653806,-1.840511283122,0.16494851903941,-11.1580952277738,6.53772879710077e-29,5.63491978475616e-28,"2035","2035","2035"
"ENSG00000189241",1385.61625382327,-0.671204677445679,0.0601550443390068,-11.1579117731685,6.55123119692037e-29,5.64289576896864e-28,"7259","7259","7259"
"ENSG00000075785",5840.95443306313,0.509130313508697,0.0456326920002546,11.1571395679627,6.6083700836883e-29,5.68842329562852e-28,"7879","7879","7879"
"ENSG00000079459",1874.40456383288,0.612379128318878,0.0548959415442088,11.1552714297781,6.74865508013602e-29,5.80541688953152e-28,"2222","2222","2222"
"ENSG00000105355",3951.60623999076,-0.498761946929264,0.0447840466082518,-11.1370451020691,8.28218365048362e-29,7.11999762108242e-28,"10226","10226","10226"
"ENSG00000129636",1529.12141890816,0.628691097712234,0.0564584453257788,11.1354659889151,8.43029416765714e-29,7.242636942744e-28,"81533","81533","81533"
"ENSG00000170606",3753.78947433999,-0.493967296363547,0.0443647973487013,-11.1342173498738,8.54926626904583e-29,7.34010049033399e-28,"3308","3308","3308"
"ENSG00000144712",93.6408411442784,-2.31147930628009,0.207635642658803,-11.1323820741048,8.72716369294267e-29,7.48799665178711e-28,"23066","23066","23066"
"ENSG00000114346",770.309301479038,-0.807806361473983,0.0725782905496018,-11.1301376121818,8.94972333248412e-29,7.67399775997767e-28,"1894","1894","1894"
"ENSG00000197694",8745.69979295102,-0.452245465488911,0.0406455053426852,-11.1265799668622,9.31408805474293e-29,7.98127209955456e-28,"6709","6709","6709"
"ENSG00000162616",1027.63100616549,-0.901255225224307,0.0810087972171845,-11.1253994156714,9.43821956990642e-29,8.0824263267245e-28,"11080","11080","11080"
"ENSG00000105829",538.701495137354,0.940519318959951,0.0845407178931343,11.1250453319883,9.47576938865137e-29,8.10935367397342e-28,"10282","10282","10282"
"ENSG00000164294",3028.20027447606,-0.566283078423003,0.0509129267899836,-11.1225795515337,9.74140199910058e-29,8.33131367366734e-28,"493869","493869","493869"
"ENSG00000156504",318.718982821019,-1.17169358443829,0.105405195182548,-11.116089509716,1.04763945338585e-28,8.95414879013569e-28,"159090","159090","159090"
"ENSG00000179151",498.11682663646,-0.995371293333306,0.0895695038038896,-11.1128369708584,1.08651768828514e-28,9.28046812591852e-28,"80153","80153","80153"
"ENSG00000171262",527.808058674274,-1.06146195853648,0.0955257949320658,-11.1117835689444,1.09941349234881e-28,9.38458226566639e-28,"283742","283742","283742"
"ENSG00000070501",299.662748888105,1.19879449520305,0.107922046081799,11.1079667104757,1.14742450671747e-28,9.78811322942935e-28,"5423","5423","5423"
"ENSG00000134294",21654.6643230334,0.412717253897061,0.0371555197248334,11.1078315403355,1.14916237434193e-28,9.79664612067363e-28,"54407","54407","54407"
"ENSG00000151498",377.707626004793,1.11042281951644,0.0999863860495822,11.1057401251185,1.17638664171786e-28,1.00223010745969e-27,"27034","27034","27034"
"ENSG00000123636",505.771190867505,0.969682569772985,0.0873522343675329,11.1008330444424,1.24280055964726e-28,1.05813314315609e-27,"29994","29994","29994"
"ENSG00000130702",1144.92394490322,0.820666998392253,0.0739557375147153,11.0967319909285,1.3011490846806e-28,1.10710199504982e-27,"3911","3911","3911"
"ENSG00000101752",1965.61431789398,0.614371080590465,0.0553729442268186,11.0951492496747,1.32438764978631e-28,1.12615344202701e-27,"57534","57534","57534"
"ENSG00000039139",587.747597006927,0.895674051546696,0.0807408826031461,11.0931912393016,1.35370656527542e-28,1.15034744721613e-27,"1767","1767","1767"
"ENSG00000110931",708.003414232029,-0.855644281576949,0.0771387501601002,-11.0922756695056,1.36763620729854e-28,1.16144143896031e-27,"10645","10645","10645"
"ENSG00000160445",1193.18784841949,0.685399068642243,0.0618484550219179,11.0819109127197,1.53559680222789e-28,1.30324579726459e-27,"10444","10444","10444"
"ENSG00000172071",250.70379826234,-1.28587387882421,0.116155516096341,-11.0702782100997,1.74856911692243e-28,1.4830456584268e-27,"9451","9451","9451"
"ENSG00000162944",149.070423289602,1.75919477607779,0.158914992310451,11.0700365679852,1.75329049973046e-28,1.48610111151372e-27,"130132","130132","130132"
"ENSG00000065882",730.024741735728,-0.827347797415135,0.0747403072558663,-11.0696333450007,1.76119714464223e-28,1.49185079560829e-27,"23216","23216","23216"
"ENSG00000196123",313.314304264355,1.1739540560747,0.106066542787155,11.0680901368727,1.79178541577039e-28,1.51679374711678e-27,"653319","653319","653319"
"ENSG00000136527",1572.97140386884,-0.646933926888635,0.0584955434174228,-11.0595421307933,1.97101098545694e-28,1.66745018527637e-27,"6434","6434","6434"
"ENSG00000157107",619.760420853025,0.862744039146636,0.078054636788607,11.0530786464766,2.11823732425062e-28,1.79086111653066e-27,"115548","115548","115548"
"ENSG00000108960",340.218920041259,1.27740756838941,0.115573782524236,11.0527451857132,2.12612207672974e-28,1.79638380554227e-27,"23531","23531","23531"
"ENSG00000160179",79.1044566654909,2.69006459870674,0.24341957266324,11.0511433787961,2.16440486139937e-28,1.82756677489551e-27,"9619","9619","9619"
"ENSG00000157617",1260.69760335767,-0.677707575229889,0.0613359486488601,-11.0491088857152,2.21401598405856e-28,1.86826939645907e-27,"25966","25966","25966"
"ENSG00000092470",84.5668181456735,-2.5433499655757,0.230560957143825,-11.031138997177,2.70418308537187e-28,2.2804418882482e-27,"79968","79968","79968"
"ENSG00000077585",418.743115871099,1.0405985752929,0.0943434442008614,11.0298980931565,2.74175547524004e-28,2.31065965876512e-27,"7107","7107","7107"
"ENSG00000070614",5696.62488944802,-0.492895462802236,0.0446987511241765,-11.0270522197127,2.82989048582972e-28,2.38342456771023e-27,"3340","3340","3340"
"ENSG00000146729",489.485613771569,-0.965038962965541,0.0875896523888952,-11.0177279695186,3.13881734922514e-28,2.64193739115389e-27,"2631","2631","2631"
"ENSG00000129038",2303.29538559647,-0.700401694275849,0.0635798527167993,-11.0160949474925,3.19626464234736e-28,2.68858688914867e-27,"4016","4016","4016"
"ENSG00000156110",428.028567425735,-1.01680194015149,0.0923207506866564,-11.013796276447,3.27889982047805e-28,2.7563511022525e-27,"132","132","132"
"ENSG00000166451",204.832012147997,-1.43290711919203,0.130133876136598,-11.0110231227413,3.38141709219563e-28,2.84073256284265e-27,"55839","55839","55839"
"ENSG00000171307",668.944501465936,-0.826593021773228,0.0750718504114172,-11.0106919869863,3.39386898821442e-28,2.8493911442139e-27,"84287","84287","84287"
"ENSG00000024422",10129.1754374158,-0.473597188021282,0.0430144230222902,-11.0101950635456,3.41264049022217e-28,2.86334118705817e-27,"30846","30846","30846"
"ENSG00000105438",5035.22305147473,0.505906140106326,0.0459647621444891,11.0063909069305,3.55979760275432e-28,2.98492624746104e-27,"10945","10945","10945"
"ENSG00000117984",3056.20853834963,0.601803608821893,0.0546831390769446,11.0052864371062,3.60368908796319e-28,3.01982324708688e-27,"1509","1509","1509"
"ENSG00000197728",2098.35118440445,-0.590192625331048,0.053644131933028,-11.001997871228,3.73758016319749e-28,3.1300466410838e-27,"6231","6231","6231"
"ENSG00000160714",1442.89814659291,0.652624549853479,0.0593601932771508,10.9943130880049,4.07000593896562e-28,3.40628978458358e-27,"55585","55585","55585"
"ENSG00000152818",1347.17670824717,-0.784449061964531,0.0713817913594884,-10.9894841110661,4.29373256575132e-28,3.59126926563659e-27,"7402","7402","7402"
"ENSG00000143622",832.526872137298,0.782027860688222,0.0712292839795116,10.9790217870667,4.82115989950411e-28,4.02987072279507e-27,"6016","6016","6016"
"ENSG00000223547",283.198850751372,1.26994718329313,0.115685026079522,10.9776280157483,4.89610871024324e-28,4.08994439556293e-27,"284391","284391","284391"
"ENSG00000144674",4629.61050434326,0.539923959261867,0.049187742518265,10.9767989263052,4.94123927115935e-28,4.12504965427646e-27,"2803","2803","2803"
"ENSG00000100629",93.2285978784827,-2.26353691879815,0.206258518919327,-10.9742711751143,5.0813969800804e-28,4.23939162622034e-27,"145508","145508","145508"
"ENSG00000169756",2709.18216589196,0.636984912781377,0.058065383342871,10.9701318773707,5.31947524471565e-28,4.43523353423184e-27,"3987","3987","3987"
"ENSG00000116161",796.6905056116,-0.759500198375789,0.0692417426985527,-10.9688198011178,5.39722617571848e-28,4.49723701793556e-27,"27101","27101","27101"
"ENSG00000091436",2934.40717694714,-0.630694800957042,0.0575146895421218,-10.9658037968742,5.58024797526917e-28,4.64682467758778e-27,"51776","51776","51776"
"ENSG00000006715",1384.90807087443,0.629750673303029,0.0574414661600793,10.96334608779,5.73393205626952e-28,4.77180987289297e-27,"27072","27072","27072"
"ENSG00000121039",1041.8223943275,0.693723736541365,0.0633389691867873,10.9525580451991,6.45971443834484e-28,5.37244378021892e-27,"157506","157506","157506"
"ENSG00000183530",1074.11069533647,0.717656487037292,0.065529457792244,10.9516622175109,6.52392899133844e-28,5.42245462221258e-27,"253143","253143","253143"
"ENSG00000142798",10291.3236902459,-0.515940089296674,0.0471178526188708,-10.9499915768665,6.64537956598211e-28,5.51994567825981e-27,"3339","3339","3339"
"ENSG00000130830",420.011881735684,-1.01599510196279,0.0928287848833819,-10.9448281935302,7.03509769070315e-28,5.84001047049495e-27,"4354","4354","4354"
"ENSG00000130508",35212.1752383108,0.455568485405791,0.0416402339141433,10.9405842038523,7.37233088977832e-28,6.11613359637949e-27,"7837","7837","7837"
"ENSG00000242372",1193.6489692779,-0.663101723807459,0.0606104434286822,-10.9403872715055,7.38836281929329e-28,6.12560767577113e-27,"3692","3692","3692"
"ENSG00000163697",800.693292239566,-0.822177081202755,0.0751792127264613,-10.9362289306518,7.73507702916371e-28,6.40906382416422e-27,"323","323","323"
"ENSG00000100227",1121.45158379975,-0.688363495149977,0.0629487704950924,-10.9352969047051,7.81497461382902e-28,6.47122773197488e-27,"84271","84271","84271"
"ENSG00000100426",853.831915028107,0.762075349041104,0.0696976560045381,10.9340169056974,7.92603763858569e-28,6.55910479225515e-27,"9889","9889","9889"
"ENSG00000163453",5141.57268009667,0.497167230150681,0.0454923283504267,10.9285949560772,8.41411170562433e-28,6.95866946912219e-27,"3490","3490","3490"
"ENSG00000173473",3199.3530357974,0.52380190426514,0.0479307446866785,10.9283072418176,8.4408282363753e-28,6.97642069916222e-27,"6599","6599","6599"
"ENSG00000137713",551.42580220963,-0.949121681590906,0.0868522223341421,-10.9280068613489,8.46881070085763e-28,6.99519550552183e-27,"5519","5519","5519"
"ENSG00000070814",1018.92277167336,-0.702756202616359,0.0643520615593589,-10.9204924533479,9.19956450921538e-28,7.59407183414535e-27,"6949","6949","6949"
"ENSG00000165355",475.670312592865,1.02033230894671,0.093453655655118,10.9180566751948,9.44960134477765e-28,7.79562764356129e-27,"254170","254170","254170"
"ENSG00000158186",1000.04833342658,-0.68835018717807,0.0630922041569896,-10.9102256986502,1.03000306967497e-27,8.4919309568113e-27,"22808","22808","22808"
"ENSG00000204634",105.628668318824,2.11334067368277,0.19371737280587,10.9094018934513,1.03937922479602e-27,8.56391740926848e-27,"11138","11138","11138"
"ENSG00000198728",1351.85372845941,0.629979610765696,0.0577501867115597,10.9087025798238,1.0474048715233e-27,8.62469405057193e-27,"8861","8861","8861"
"ENSG00000175634",434.641423632217,-0.984726772025388,0.0902778547630336,-10.9077334038359,1.05862929230806e-27,8.71171887263668e-27,"6199","6199","6199"
"ENSG00000206052",167.895681110304,1.6244238088601,0.149013375209829,10.9011946516392,1.13753824441439e-27,9.35528356799498e-27,"220164","220164","220164"
"ENSG00000198795",676.616786714104,0.841287217620551,0.0771846201528906,10.8996742609356,1.15670637782328e-27,9.50703843455989e-27,"25925","25925","25925"
"ENSG00000204231",555.331099313125,-0.893285355471337,0.0820113581019983,-10.8922151290355,1.2554881105184e-27,1.03125498354393e-26,"6257","6257","6257"
"ENSG00000156273",2087.54436516671,0.635126060786525,0.0583216157240802,10.8900628506472,1.28551524958179e-27,1.05526659733902e-26,"571","571","571"
"ENSG00000204899",297.991073598844,-1.28939059739549,0.118477711699703,-10.8829802576168,1.38944509243621e-27,1.13987706718577e-26,"440145","440145","440145"
"ENSG00000131459",1047.4213735041,0.824428383184416,0.0757651940784668,10.881360408456,1.4143617473398e-27,1.15960202025724e-26,"9945","9945","9945"
"ENSG00000177084",491.635239107259,-0.950479230358433,0.0873602176445442,-10.8800007141213,1.43561840999893e-27,1.17630374593497e-26,"5426","5426","5426"
"ENSG00000104728",987.979476316701,-0.708876643389489,0.0651545919751839,-10.8799183894742,1.43691554959539e-27,1.17664071083391e-26,"9639","9639","9639"
"ENSG00000139618",103.443849449802,-2.12274173620893,0.195167026134749,-10.8765388203606,1.49118065676707e-27,1.22032418257426e-26,"675","675","675"
"ENSG00000158008",82.7351085587211,-2.4881712289769,0.228871979038527,-10.8714541615339,1.57667588336809e-27,1.28949563318319e-26,"2134","2134","2134"
"ENSG00000118965",295.063522198441,1.19321444499939,0.109805964082544,10.8665722756409,1.66333046592476e-27,1.35952955374847e-26,"57539","57539","57539"
"ENSG00000118873",896.126974797837,-0.763945380285712,0.0703943814385568,-10.8523629965058,1.94335190586211e-27,1.58742927513288e-26,"25782","25782","25782"
"ENSG00000117395",1012.69860035586,-0.748706052423577,0.0689970139706533,-10.8512819517382,1.96647690601199e-27,1.6053316696774e-26,"10969","10969","10969"
"ENSG00000112659",386.649132169802,1.09187191794542,0.100633939678954,10.8499371228906,1.99562583129001e-27,1.62812667636326e-26,"23113","23113","23113"
"ENSG00000240849",855.120293766336,0.749728581537685,0.0691202924754493,10.8467217757214,2.06706639578736e-27,1.68537605088077e-26,"387521","387521","387521"
"ENSG00000162645",89.9913078872337,-2.3227337660421,0.214151909829516,-10.846196832385,2.07896835263142e-27,1.69404034721782e-26,"2634","2634","2634"
"ENSG00000114127",1088.59170571758,0.709606811852201,0.0654267805097835,10.8458158314253,2.08764926645882e-27,1.70007097223213e-26,"54464","54464","54464"
"ENSG00000174371",83.3010613307275,-2.50321335639171,0.230833156958744,-10.8442538731084,2.12361504551195e-27,1.72829994083883e-26,"9156","9156","9156"
"ENSG00000145391",2705.05819889218,-0.557064257334119,0.0513730305007258,-10.8435155937754,2.14082792178025e-27,1.74124166914178e-26,"80854","80854","80854"
"ENSG00000174953",1165.16541165463,0.671581923043681,0.0619795696534514,10.8355370454929,2.33590723043878e-27,1.8987466239099e-26,"170506","170506","170506"
"ENSG00000114650",1494.63098843824,0.664666185738986,0.0613700752752772,10.8304606562336,2.46910023924563e-27,2.00578528303734e-26,"22937","22937","22937"
"ENSG00000084234",7095.13317465633,0.428571366831019,0.0395728224345626,10.8299418758847,2.48312890830094e-27,2.01594854279053e-26,"334","334","334"
"ENSG00000213626",2217.24066575268,-2.41398326460871,0.222956000862609,-10.8271733224003,2.55934239395861e-27,2.07655379820148e-26,"81606","81606","81606"
"ENSG00000196739",638.537719989092,0.849791039682635,0.0785197802810869,10.8226364954223,2.68927949737087e-27,2.18064775849083e-26,"85301","85301","85301"
"ENSG00000182957",589.909305089303,0.896109583758787,0.0828239069130919,10.8194556035504,2.78426249654962e-27,2.25628886389091e-26,"221178","221178","221178"
"ENSG00000177731",3150.46146774398,-0.545181754974087,0.0503922148413153,-10.8187694605379,2.80518324142016e-27,2.27185633003308e-26,"2314","2314","2314"
"ENSG00000180304",1751.07569995247,0.574108301642527,0.0530877339561044,10.8143305215707,2.94434540719302e-27,2.38310759892369e-26,"4947","4947","4947"
"ENSG00000130985",8363.22978861498,-0.442178891510166,0.0408957950995074,-10.8123314495845,3.00923225991642e-27,2.43414268430023e-26,"7317","7317","7317"
"ENSG00000106460",1306.93557949784,0.67592347224192,0.0625220339403391,10.8109642256186,3.05442484761128e-27,2.4691948159448e-26,"54664","54664","54664"
"ENSG00000170485",301.184944079193,-1.19291944351661,0.110351027637588,-10.8102250523154,3.07913731074943e-27,2.48765825799112e-26,"4862","4862","4862"
"ENSG00000176438",258.452696649902,-1.31743531034132,0.12188858511062,-10.8085208237152,3.13687216753872e-27,2.5327620747264e-26,"161176","161176","161176"
"ENSG00000135905",1515.49983709184,-0.633914294408007,0.0586576740498591,-10.8070138251506,3.18881895176567e-27,2.57314054175891e-26,"55619","55619","55619"
"ENSG00000141560",250.601570453375,-1.2788579142881,0.11835275369876,-10.805476630845,3.24268543588606e-27,2.61501809104059e-26,"79672","79672","79672"
"ENSG00000196968",593.157551901086,0.947319469728564,0.0876925867067526,10.802731511347,3.34113404849165e-27,2.69277563301372e-26,"170384","170384","170384"
"ENSG00000162981",79.2791589935576,2.5968809559452,0.240680543803336,10.7897419330545,3.84868754971032e-27,3.09995561159809e-26,"151354","151354","151354"
"ENSG00000177125",244.151893915776,1.38270569705821,0.128154171691113,10.7893927978475,3.86333591519518e-27,3.10986834094681e-26,"403341","403341","403341"
"ENSG00000166167",930.994237923419,0.771952492764403,0.071570931416436,10.7858382933819,4.01565201670662e-27,3.23052029593563e-26,"8945","8945","8945"
"ENSG00000158615",1167.9448212662,0.712130549414916,0.0660514666171578,10.7814494648924,4.21195776017165e-27,3.38639364228812e-26,"84919","84919","84919"
"ENSG00000086015",957.433372956381,-0.702818996580996,0.0652043129027495,-10.7787194633771,4.33883672159971e-27,3.48629336577661e-26,"23139","23139","23139"
"ENSG00000167600",455.233179031401,2.13163847206596,0.197927055667795,10.7698185317511,4.77942276951791e-27,3.83798628928276e-26,"29785","29785","29785"
"ENSG00000244694",157.58777654985,1.62130644822699,0.150616382079275,10.7644761203575,5.06487913610528e-27,4.06475677859519e-26,"442213","442213","442213"
"ENSG00000188290",108.922127976716,2.0562855284923,0.191071389273188,10.7618703999283,5.21017883933124e-27,4.17884029855057e-26,"57801","57801","57801"
"ENSG00000151151",227.364579269686,1.48149992517391,0.13769669609019,10.7591537577891,5.36606530631088e-27,4.30127214233079e-26,"253430","253430","253430"
"ENSG00000105605",176.603546511206,1.53672099965571,0.142852167939226,10.7574216186169,5.46786434607889e-27,4.38022763839685e-26,"59284","59284","59284"
"ENSG00000060982",6282.54232396206,-1.22138558562977,0.113550203821488,-10.7563486856431,5.53187941886286e-27,4.42883800128611e-26,"586","586","586"
"ENSG00000007384",1438.02344582165,0.776552298365076,0.0722010051636232,10.7554222632391,5.5877506221957e-27,4.47087372072309e-26,"64285","64285","64285"
"ENSG00000172893",1420.75492388648,0.727171637054404,0.0676280033781385,10.7525226345729,5.76626466849376e-27,4.61092879752764e-26,"1717","1717","1717"
"ENSG00000089876",596.083525865932,0.929609683706502,0.0864575054623136,10.7522149608135,5.78553513997661e-27,4.62355461667686e-26,"55760","55760","55760"
"ENSG00000160691",8957.31789257542,0.415470609998143,0.0386725960625916,10.7432821247817,6.37373772768917e-27,5.09055829820611e-26,"6464","6464","6464"
"ENSG00000273749",2972.98725802936,-0.506436330958557,0.0471786885333285,-10.7344300297961,7.01505135777425e-27,5.59939375805033e-26,"23191","23191","23191"
"ENSG00000165629",1792.55111180845,-0.637278892803304,0.0593801264930342,-10.7321915671241,7.18711062192518e-27,5.73328548230692e-26,"509","509","509"
"ENSG00000108468",1374.53546102153,-0.631181509884755,0.0588320403868769,-10.7285333932689,7.4773466260713e-27,5.96123156587509e-26,"10951","10951","10951"
"ENSG00000047249",1154.69609343944,0.663420642245747,0.0618693385988969,10.7229308938754,7.94452124830238e-27,6.32988189681777e-26,"51606","51606","51606"
"ENSG00000164087",120.649607655748,-2.01458138323405,0.187881711662607,-10.7226050125186,7.97256899993846e-27,6.34842095067042e-26,"25886","25886","25886"
"ENSG00000077152",131.258169667848,-1.77604621843495,0.165677918524073,-10.7198728367468,8.21161543853628e-27,6.53485178278244e-26,"29089","29089","29089"
"ENSG00000100441",1062.79082131638,0.729748673738727,0.0680857767006284,10.718078122945,8.37249392579599e-27,6.65889007918697e-26,"23351","23351","23351"
"ENSG00000063046",5787.59511560059,0.466407952893048,0.0435350543429938,10.7133885539322,8.80777007378831e-27,7.00088582406082e-26,"1975","1975","1975"
"ENSG00000106628",1003.46799836619,-0.682078853716516,0.0636961664973875,-10.708318745438,9.30360250972174e-27,7.39057706543805e-26,"5425","5425","5425"
"ENSG00000023516",1820.47744036681,0.60415862806541,0.056451002791658,10.702354222035,9.92246870575526e-27,7.87747933950038e-26,"11215","11215","11215"
"ENSG00000117868",1338.09129952763,-0.668990814804463,0.0625132328656543,-10.7015872342129,1.00049553055288e-26,7.93822081051574e-26,"57488","57488","57488"
"ENSG00000175727",937.495716845279,-0.783296405659107,0.0732612548935979,-10.6918234856438,1.11163602989247e-26,8.81477596957121e-26,"22877","22877","22877"
"ENSG00000162302",774.770752342381,-0.790255530602383,0.073993682680173,-10.6800405383004,1.26216531151888e-26,1.00024341692087e-25,"8986","8986","8986"
"ENSG00000107036",1694.10569986295,0.579189678057004,0.0542567402329868,10.6749811280566,1.33284602357397e-26,1.05562676715024e-25,"57589","57589","57589"
"ENSG00000111247",81.5387879102889,-2.40686387052497,0.225741463358325,-10.6620371584306,1.53204313928664e-26,1.21266966483941e-25,"10635","10635","10635"
"ENSG00000104365",949.904665777287,0.821016823856559,0.0770149502632566,10.660486321813,1.55780708207921e-26,1.23232838976629e-25,"3551","3551","3551"
"ENSG00000101337",1501.84916656071,-0.614290281238565,0.0576551593363927,-10.6545587300253,1.66030174323666e-26,1.31262665200413e-25,"9777","9777","9777"
"ENSG00000198836",1145.5397725178,-0.706795920786528,0.0664131621742284,-10.6424072826456,1.8917752799451e-26,1.49473880239326e-25,"4976","4976","4976"
"ENSG00000138757",4897.2813637378,0.44972607730702,0.0422800377928555,10.6368418947585,2.00820954361242e-26,1.58579305340429e-25,"9908","9908","9908"
"ENSG00000143013",777.119195149367,-0.787138506646036,0.0740125810064959,-10.6351987181335,2.04392562457955e-26,1.6130374418102e-25,"8543","8543","8543"
"ENSG00000153814",255.460137763107,-1.30012852041675,0.122329564740153,-10.6280809809013,2.20605011013811e-26,1.73994997404123e-25,"221895","221895","221895"
"ENSG00000181588",762.607046329087,0.7802023486053,0.0734769063808885,10.6183342091309,2.44892102746291e-26,1.93036018319065e-25,"399664","399664","399664"
"ENSG00000115966",820.928938178864,0.818688235274795,0.0771569670921256,10.6106845062647,2.65794640686447e-26,2.09388162372325e-25,"1386","1386","1386"
"ENSG00000006062",95.485576350494,-2.13768990730976,0.201695586860066,-10.5985953415672,3.02489263039845e-26,2.38154261511276e-25,"9020","9020","9020"
"ENSG00000138162",568.007353079885,0.87841184420917,0.0828950026927864,10.5966803266129,3.08745723359585e-26,2.42936060288034e-25,"10579","10579","10579"
"ENSG00000119899",1530.28867893068,0.582671779820934,0.0549930190139422,10.5953772000263,3.13076286168792e-26,2.46197704730248e-25,"26503","26503","26503"
"ENSG00000157483",702.360449605556,-0.816620685933136,0.077092053192635,-10.5927998037955,3.21819613720987e-26,2.52923556771724e-25,"4643","4643","4643"
"ENSG00000179862",120.638265883731,1.95650117436156,0.184783252181298,10.5880871305477,3.3843697042265e-26,2.65826128986023e-25,"163732","163732","163732"
"ENSG00000184640",10309.5506855737,-0.447361950344318,0.0422631940930471,-10.5851429345213,3.49247308984512e-26,2.74155009334059e-25,"10801","10801","10801"
"ENSG00000136942",3340.75479076272,-0.520165986790351,0.0491536604050526,-10.5824466073107,3.59447477892635e-26,2.8199535743473e-25,"11224","11224","11224"
"ENSG00000132507",6867.00280783824,-0.414483320434892,0.0392061633554016,-10.5718918905077,4.02295897736809e-26,3.15424682038979e-25,"1984","1984","1984"
"ENSG00000023318",1364.31631660282,0.62067335984528,0.0587243369900791,10.5692697722605,4.13703278963919e-26,3.24177401250665e-25,"23071","23071","23071"
"ENSG00000144746",1834.29062923921,-0.56850448541684,0.0537971694631262,-10.5675538525592,4.21341270185989e-26,3.29967850861456e-25,"10550","10550","10550"
"ENSG00000051180",88.1058022270222,-2.25187828066364,0.213097348518495,-10.5673688402003,4.22173109345638e-26,3.30424468964571e-25,"5888","5888","5888"
"ENSG00000205336",170.412558101637,-1.49628734350601,0.14166973981946,-10.561799191647,4.47991658091742e-26,3.5042551253089e-25,"9289","9289","9289"
"ENSG00000005893",3765.57285758784,0.471529588301685,0.0446899155881574,10.551140723717,5.01840687328587e-26,3.92315951094661e-25,"3920","3920","3920"
"ENSG00000145685",883.259199898289,0.754600513017097,0.0715482209758567,10.5467404042335,5.25900154868962e-26,4.10882697468797e-25,"10184","10184","10184"
"ENSG00000165782",402.723225313444,0.98202262131443,0.0931206517696377,10.5457017605908,5.31743871707592e-26,4.15204121341578e-25,"90809","90809","90809"
"ENSG00000110092",27362.2137677016,-0.407464602874858,0.0386474735826788,-10.543110974723,5.46602418156305e-26,4.26555424086489e-25,"595","595","595"
"ENSG00000085382",360.868017151671,1.07111540699795,0.101667706257308,10.5354536502191,5.92966807617388e-26,4.62465363404236e-25,"57531","57531","57531"
"ENSG00000129422",145.199921080985,1.75639159444749,0.166805749792376,10.5295626597625,6.31270835413506e-26,4.92050424645668e-25,"57509","57509","57509"
"ENSG00000138760",5799.40604782985,0.425472496541628,0.0404103678950427,10.5287954231623,6.36436702536978e-26,4.95786057659598e-25,"950","950","950"
"ENSG00000111424",280.771752534211,-1.21406959315172,0.115332676434482,-10.5266749258299,6.50933144676125e-26,5.06781595989935e-25,"7421","7421","7421"
"ENSG00000197635",1391.14360102875,0.61856729901228,0.0587696957739502,10.525276519918,6.60671725613929e-26,5.14062206186538e-25,"1803","1803","1803"
"ENSG00000163638",107.886502770795,1.96777050746158,0.18695906802409,10.5251407608003,6.61624815975116e-26,5.14502389097277e-25,"56999","56999","56999"
"ENSG00000140350",808.757387089677,-0.746642038816931,0.0710058992513057,-10.5152113653881,7.35157785209975e-26,5.71349660805084e-25,"8125","8125","8125"
"ENSG00000197381",513.154725793139,-0.883590488824641,0.0840539620385267,-10.5121813106162,7.59169773740026e-26,5.89666253497955e-25,"104","104","104"
"ENSG00000198945",427.645936955205,0.972467471183284,0.0925142258349833,10.511545250542,7.6430816856311e-26,5.93310408816787e-25,"84456","84456","84456"
"ENSG00000117479",227.876462343351,1.3793216546831,0.131289282113844,10.50597301223,8.10822716909505e-26,6.29050661564956e-25,"10560","10560","10560"
"ENSG00000103365",427.909417598857,-0.943604978851476,0.0899245896900815,-10.4932920139368,9.27397273419563e-26,7.19071254264952e-25,"23062","23062","23062"
"ENSG00000121879",1011.36235727054,0.698006879808266,0.0665517162333298,10.4881875226337,9.78880946171216e-26,7.58547066922175e-25,"5290","5290","5290"
"ENSG00000100949",565.194312114931,0.852766093208699,0.0813433463951116,10.4835383716147,1.02823193722855e-25,7.96325165613389e-25,"5875","5875","5875"
